Estado,Tipo_Crime,Ano,Quantidade
SP,Tráfico de Drogas,2023,486
PR,Tráfico de Drogas,2024,150
SP,Violência Doméstica,2022,456
SC,Homicídio,2020,78
MG,Roubo,2011,462
SC,Homicídio,2018,275
RJ,Tráfico de Drogas,2022,87
CE,Tráfico de Drogas,2012,279
SP,Roubo,2004,362
PR,Roubo,2022,439
SP,Furto,2015,56
SP,Roubo,2021,286
PR,Homicídio,2024,301
CE,Furto,2011,300
PR,Furto,2011,290
SP,Violência Doméstica,2014,331
SP,Homicídio,2005,218
SP,Tráfico de Drogas,2002,18
PE,Homicídio,2022,415
AM,Homicídio,2000,230
MG,Roubo,2012,457
SP,Tráfico de Drogas,2006,415
SP,Homicídio,2004,412
AM,Violência Doméstica,2018,170
BA,Furto,2005,358
PR,Violência Doméstica,2016,337
PR,Tráfico de Drogas,2012,141
MG,Violência Doméstica,2014,38
BA,Homicídio,2001,197
MG,Violência Doméstica,2002,173
MG,Homicídio,2003,343
SP,Violência Doméstica,2005,461
CE,Homicídio,2021,275
RJ,Roubo,2007,412
RS,Tráfico de Drogas,2005,297
RJ,Furto,2021,499
SP,Tráfico de Drogas,2023,426
SC,Tráfico de Drogas,2017,142
RJ,Tráfico de Drogas,2000,88
SP,Homicídio,2018,252
MG,Violência Doméstica,2002,443
CE,Roubo,2015,250
RS,Furto,2008,153
SP,Roubo,2014,231
CE,Furto,2007,476
BA,Furto,2013,337
CE,Tráfico de Drogas,2010,419
PR,Furto,2009,189
BA,Homicídio,2024,246
PR,Furto,2001,222
AM,Violência Doméstica,2010,371
BA,Violência Doméstica,2021,367
RJ,Furto,2024,336
PR,Furto,2022,115
RJ,Furto,2003,180
RJ,Furto,2002,370
RJ,Homicídio,2004,311
RS,Furto,2013,185
PR,Roubo,2005,161
AM,Furto,2008,433
CE,Violência Doméstica,2022,88
AM,Roubo,2013,6
PR,Furto,2024,397
PR,Tráfico de Drogas,2019,118
RS,Roubo,2019,177
PE,Tráfico de Drogas,2019,260
BA,Homicídio,2024,245
BA,Homicídio,2002,23
AM,Roubo,2011,457
MG,Violência Doméstica,2015,482
RS,Furto,2009,133
MG,Homicídio,2016,286
AM,Roubo,2018,344
AM,Furto,2007,50
RJ,Homicídio,2011,263
MG,Homicídio,2007,148
SP,Tráfico de Drogas,2023,38
RJ,Furto,2002,375
BA,Furto,2004,192
BA,Violência Doméstica,2004,97
CE,Furto,2001,294
AM,Furto,2022,299
RS,Tráfico de Drogas,2004,489
CE,Roubo,2000,125
MG,Homicídio,2019,434
CE,Homicídio,2008,181
RJ,Roubo,2007,185
RS,Tráfico de Drogas,2020,4
BA,Roubo,2003,54
RS,Roubo,2020,160
CE,Furto,2024,269
PR,Homicídio,2021,165
BA,Violência Doméstica,2007,340
BA,Homicídio,2014,295
MG,Homicídio,2006,8
BA,Tráfico de Drogas,2003,166
BA,Furto,2022,181
SP,Furto,2005,239
CE,Homicídio,2015,405
BA,Roubo,2002,161
CE,Tráfico de Drogas,2024,483
CE,Furto,2004,499
RS,Homicídio,2011,476
RJ,Roubo,2000,16
BA,Roubo,2019,180
RJ,Violência Doméstica,2014,406
SP,Furto,2001,18
PE,Roubo,2016,163
CE,Roubo,2005,183
MG,Homicídio,2016,54
CE,Roubo,2004,53
RS,Roubo,2019,141
RJ,Homicídio,2011,327
MG,Roubo,2017,51
CE,Tráfico de Drogas,2013,294
MG,Tráfico de Drogas,2020,66
MG,Homicídio,2012,386
SP,Homicídio,2004,291
RS,Furto,2015,446
AM,Furto,2023,281
RJ,Homicídio,2000,439
PE,Homicídio,2008,464
AM,Homicídio,2007,445
SC,Homicídio,2019,244
CE,Homicídio,2017,47
RS,Homicídio,2007,308
SP,Furto,2010,454
BA,Furto,2021,367
BA,Roubo,2006,119
SP,Homicídio,2007,163
CE,Furto,2007,245
BA,Roubo,2019,284
BA,Tráfico de Drogas,2006,297
SP,Violência Doméstica,2016,457
SC,Roubo,2001,371
RJ,Tráfico de Drogas,2000,272
CE,Homicídio,2007,181
RS,Tráfico de Drogas,2021,270
SP,Tráfico de Drogas,2021,132
CE,Furto,2021,63
AM,Roubo,2003,253
RJ,Roubo,2004,361
MG,Violência Doméstica,2023,378
MG,Roubo,2012,438
PE,Homicídio,2011,157
MG,Violência Doméstica,2011,382
AM,Violência Doméstica,2024,245
RS,Tráfico de Drogas,2004,106
CE,Roubo,2008,275
PR,Roubo,2010,89
PE,Violência Doméstica,2015,143
RJ,Homicídio,2011,439
MG,Tráfico de Drogas,2021,196
PR,Violência Doméstica,2006,191
SC,Furto,2010,336
SC,Furto,2010,211
PE,Tráfico de Drogas,2008,152
PR,Furto,2019,12
CE,Homicídio,2020,425
RS,Violência Doméstica,2016,398
RJ,Furto,2014,114
SC,Furto,2020,136
MG,Violência Doméstica,2007,126
RJ,Violência Doméstica,2012,274
RS,Violência Doméstica,2005,452
RJ,Violência Doméstica,2019,349
CE,Violência Doméstica,2012,320
CE,Tráfico de Drogas,2016,470
CE,Roubo,2014,149
SP,Tráfico de Drogas,2013,48
PE,Violência Doméstica,2009,117
BA,Homicídio,2003,188
CE,Furto,2001,6
PR,Furto,2000,180
SC,Tráfico de Drogas,2019,411
RS,Tráfico de Drogas,2002,158
RS,Furto,2014,416
BA,Furto,2014,49
CE,Tráfico de Drogas,2024,411
PE,Violência Doméstica,2012,206
SP,Violência Doméstica,2011,61
SP,Furto,2018,383
RS,Furto,2019,193
CE,Homicídio,2009,361
CE,Furto,2005,344
RJ,Furto,2014,483
BA,Violência Doméstica,2014,121
BA,Homicídio,2022,232
MG,Violência Doméstica,2011,483
RS,Furto,2022,375
BA,Violência Doméstica,2018,177
AM,Furto,2011,135
PR,Homicídio,2013,227
CE,Homicídio,2019,429
AM,Furto,2012,155
SP,Furto,2022,5
CE,Violência Doméstica,2024,184
BA,Violência Doméstica,2001,341
RS,Tráfico de Drogas,2003,34
SP,Roubo,2017,457
PR,Homicídio,2005,288
BA,Violência Doméstica,2022,390
RJ,Violência Doméstica,2007,161
PR,Tráfico de Drogas,2008,333
SC,Roubo,2018,102
RS,Furto,2015,377
RJ,Roubo,2018,153
BA,Tráfico de Drogas,2023,439
AM,Homicídio,2006,355
MG,Tráfico de Drogas,2010,100
PE,Homicídio,2008,147
CE,Homicídio,2004,169
AM,Furto,2002,292
CE,Roubo,2002,224
PR,Violência Doméstica,2012,479
CE,Furto,2021,246
SP,Violência Doméstica,2007,79
PR,Furto,2013,418
RJ,Roubo,2015,260
BA,Roubo,2009,97
RS,Tráfico de Drogas,2020,220
SP,Furto,2022,497
BA,Violência Doméstica,2005,35
AM,Tráfico de Drogas,2019,316
SP,Homicídio,2000,17
BA,Tráfico de Drogas,2001,259
BA,Violência Doméstica,2007,178
AM,Violência Doméstica,2012,87
RJ,Furto,2023,312
MG,Furto,2011,169
SC,Furto,2013,310
BA,Furto,2005,121
BA,Tráfico de Drogas,2008,100
PR,Tráfico de Drogas,2002,149
MG,Furto,2010,240
AM,Homicídio,2004,110
CE,Roubo,2024,93
SC,Roubo,2021,487
RJ,Furto,2019,433
RJ,Tráfico de Drogas,2008,244
BA,Homicídio,2022,163
CE,Violência Doméstica,2017,249
RJ,Roubo,2016,75
AM,Tráfico de Drogas,2015,447
RJ,Furto,2011,430
RJ,Tráfico de Drogas,2024,140
BA,Furto,2024,231
SC,Violência Doméstica,2009,123
RJ,Furto,2009,76
AM,Homicídio,2007,3
PR,Furto,2021,236
RS,Homicídio,2004,299
PE,Furto,2020,324
AM,Tráfico de Drogas,2024,448
SP,Violência Doméstica,2013,315
PR,Tráfico de Drogas,2013,101
BA,Tráfico de Drogas,2023,342
PR,Violência Doméstica,2024,423
AM,Homicídio,2004,275
CE,Tráfico de Drogas,2003,12
PR,Violência Doméstica,2003,251
BA,Furto,2010,341
PE,Roubo,2002,106
SC,Roubo,2000,235
MG,Homicídio,2013,130
MG,Violência Doméstica,2016,22
BA,Homicídio,2005,68
AM,Furto,2023,232
RS,Roubo,2007,283
RS,Violência Doméstica,2003,21
AM,Roubo,2021,56
CE,Violência Doméstica,2008,472
MG,Roubo,2022,439
CE,Tráfico de Drogas,2008,473
PR,Violência Doméstica,2006,246
SP,Roubo,2015,94
PR,Violência Doméstica,2024,111
MG,Tráfico de Drogas,2006,492
RJ,Furto,2013,492
SC,Tráfico de Drogas,2022,344
RS,Tráfico de Drogas,2016,402
RJ,Violência Doméstica,2015,193
PR,Furto,2019,402
AM,Tráfico de Drogas,2020,408
AM,Violência Doméstica,2003,44
PE,Tráfico de Drogas,2002,398
RJ,Roubo,2008,481
SC,Tráfico de Drogas,2010,154
SP,Furto,2002,325
SC,Furto,2007,437
PE,Roubo,2023,163
RS,Roubo,2006,117
AM,Furto,2003,192
MG,Violência Doméstica,2012,278
BA,Furto,2008,120
CE,Homicídio,2021,148
MG,Homicídio,2012,72
BA,Roubo,2010,300
SC,Tráfico de Drogas,2009,446
RJ,Violência Doméstica,2013,482
BA,Violência Doméstica,2017,295
SP,Violência Doméstica,2016,279
PR,Furto,2007,497
PR,Homicídio,2016,489
SP,Furto,2000,408
RJ,Homicídio,2000,111
RS,Furto,2001,218
MG,Violência Doméstica,2006,202
SC,Furto,2021,60
RJ,Tráfico de Drogas,2002,457
RS,Homicídio,2010,116
AM,Furto,2015,141
CE,Homicídio,2006,148
BA,Homicídio,2008,177
MG,Furto,2014,7
CE,Roubo,2000,311
RS,Tráfico de Drogas,2011,235
CE,Roubo,2012,176
PR,Roubo,2000,380
BA,Tráfico de Drogas,2016,144
AM,Homicídio,2008,16
SC,Violência Doméstica,2014,106
SC,Roubo,2003,336
AM,Furto,2014,29
SC,Tráfico de Drogas,2007,126
RJ,Tráfico de Drogas,2015,326
CE,Tráfico de Drogas,2008,159
MG,Tráfico de Drogas,2009,340
CE,Homicídio,2005,399
AM,Violência Doméstica,2021,343
SC,Violência Doméstica,2008,433
RJ,Furto,2010,374
BA,Furto,2014,221
MG,Homicídio,2013,293
AM,Roubo,2009,318
BA,Tráfico de Drogas,2024,484
MG,Violência Doméstica,2003,436
MG,Roubo,2015,360
RJ,Homicídio,2020,386
MG,Tráfico de Drogas,2022,478
MG,Furto,2014,203
RJ,Furto,2019,281
CE,Tráfico de Drogas,2019,287
SC,Furto,2024,12
SP,Homicídio,2010,260
RS,Homicídio,2019,124
SC,Tráfico de Drogas,2013,312
RS,Homicídio,2018,396
CE,Tráfico de Drogas,2003,26
PE,Homicídio,2004,224
PE,Homicídio,2018,71
MG,Homicídio,2013,80
SC,Violência Doméstica,2004,483
CE,Tráfico de Drogas,2007,5
SP,Roubo,2018,383
SP,Tráfico de Drogas,2000,177
BA,Homicídio,2023,336
SP,Tráfico de Drogas,2002,453
PR,Furto,2016,138
SC,Roubo,2014,465
RS,Tráfico de Drogas,2013,223
MG,Homicídio,2014,130
MG,Homicídio,2018,200
RS,Tráfico de Drogas,2013,203
BA,Homicídio,2008,259
RS,Furto,2024,468
AM,Furto,2019,63
CE,Homicídio,2023,165
SC,Violência Doméstica,2002,237
PE,Furto,2004,404
AM,Violência Doméstica,2024,315
PR,Homicídio,2000,63
BA,Roubo,2002,272
RJ,Violência Doméstica,2004,388
BA,Roubo,2009,94
SP,Tráfico de Drogas,2017,7
PE,Tráfico de Drogas,2005,419
RS,Furto,2023,8
CE,Violência Doméstica,2022,36
PE,Tráfico de Drogas,2009,71
CE,Violência Doméstica,2012,91
BA,Homicídio,2017,402
BA,Homicídio,2012,58
CE,Furto,2021,368
AM,Violência Doméstica,2013,356
RS,Violência Doméstica,2003,247
MG,Homicídio,2000,193
BA,Violência Doméstica,2010,341
AM,Roubo,2015,204
PE,Homicídio,2005,172
PR,Tráfico de Drogas,2003,455
SP,Furto,2016,422
PR,Tráfico de Drogas,2017,379
BA,Furto,2019,401
SP,Roubo,2015,317
BA,Roubo,2017,245
CE,Violência Doméstica,2012,320
BA,Furto,2004,155
BA,Violência Doméstica,2001,238
MG,Tráfico de Drogas,2007,338
AM,Tráfico de Drogas,2012,16
PE,Homicídio,2012,72
SC,Violência Doméstica,2018,406
SC,Tráfico de Drogas,2005,197
CE,Violência Doméstica,2016,400
MG,Furto,2020,456
CE,Violência Doméstica,2007,366
BA,Violência Doméstica,2009,254
PR,Roubo,2018,226
PR,Tráfico de Drogas,2013,21
PE,Furto,2011,347
AM,Violência Doméstica,2015,320
MG,Furto,2004,438
AM,Furto,2016,332
PE,Tráfico de Drogas,2023,284
CE,Roubo,2007,58
MG,Homicídio,2006,102
PR,Homicídio,2009,27
SC,Tráfico de Drogas,2019,171
RJ,Homicídio,2012,128
SP,Violência Doméstica,2024,193
CE,Furto,2006,399
AM,Violência Doméstica,2017,71
CE,Furto,2023,140
BA,Roubo,2013,138
RS,Violência Doméstica,2024,180
SP,Homicídio,2012,338
CE,Tráfico de Drogas,2020,419
BA,Homicídio,2013,221
PE,Furto,2002,396
RJ,Homicídio,2018,169
SC,Violência Doméstica,2006,213
PE,Homicídio,2012,68
RS,Homicídio,2023,23
BA,Homicídio,2017,184
SC,Homicídio,2009,244
RS,Violência Doméstica,2000,487
PR,Violência Doméstica,2017,432
RS,Violência Doméstica,2018,254
RS,Tráfico de Drogas,2005,338
PE,Roubo,2011,294
RS,Furto,2024,30
PR,Homicídio,2015,62
MG,Furto,2008,112
AM,Homicídio,2017,288
SC,Roubo,2013,176
BA,Furto,2021,236
RJ,Roubo,2021,228
BA,Violência Doméstica,2018,145
PR,Furto,2016,384
MG,Violência Doméstica,2017,187
SP,Homicídio,2002,133
RS,Tráfico de Drogas,2017,278
CE,Roubo,2009,213
PE,Tráfico de Drogas,2013,277
RS,Furto,2004,337
MG,Homicídio,2015,277
RJ,Homicídio,2021,248
PR,Homicídio,2015,288
CE,Violência Doméstica,2007,487
SP,Roubo,2005,202
SP,Roubo,2011,61
RS,Furto,2003,374
AM,Violência Doméstica,2003,230
SC,Tráfico de Drogas,2009,140
PE,Tráfico de Drogas,2004,153
PE,Violência Doméstica,2007,53
AM,Violência Doméstica,2010,488
CE,Violência Doméstica,2007,350
CE,Roubo,2015,189
MG,Homicídio,2003,387
RJ,Furto,2010,333
PE,Homicídio,2011,127
SP,Roubo,2000,404
RS,Tráfico de Drogas,2005,93
BA,Homicídio,2011,130
SP,Roubo,2007,422
PE,Tráfico de Drogas,2019,240
CE,Tráfico de Drogas,2008,83
PR,Tráfico de Drogas,2020,205
PR,Roubo,2008,360
PE,Roubo,2024,420
PR,Violência Doméstica,2007,183
MG,Tráfico de Drogas,2010,241
PE,Homicídio,2017,135
BA,Roubo,2004,313
MG,Violência Doméstica,2007,258
MG,Homicídio,2004,91
AM,Violência Doméstica,2016,217
AM,Tráfico de Drogas,2023,147
MG,Roubo,2010,361
PR,Homicídio,2018,129
BA,Furto,2006,160
SP,Violência Doméstica,2007,250
BA,Homicídio,2014,490
CE,Homicídio,2001,457
PR,Homicídio,2002,75
RJ,Furto,2008,78
BA,Roubo,2016,264
MG,Violência Doméstica,2022,368
SP,Homicídio,2015,438
MG,Furto,2012,174
RJ,Furto,2003,477
PE,Homicídio,2019,42
AM,Homicídio,2001,264
SC,Roubo,2005,42
PR,Roubo,2019,4
SC,Roubo,2018,167
CE,Homicídio,2018,109
SP,Homicídio,2013,257
SP,Tráfico de Drogas,2018,476
PR,Roubo,2011,201
SC,Furto,2023,52
SP,Furto,2002,465
RS,Violência Doméstica,2010,398
PR,Homicídio,2014,250
PR,Furto,2009,284
CE,Violência Doméstica,2002,81
AM,Violência Doméstica,2023,11
PR,Tráfico de Drogas,2012,80
AM,Roubo,2002,439
PE,Homicídio,2020,460
SP,Roubo,2011,366
MG,Roubo,2015,415
SC,Roubo,2001,62
RJ,Violência Doméstica,2000,343
MG,Homicídio,2003,448
AM,Furto,2000,377
RJ,Roubo,2014,322
SC,Roubo,2021,492
SC,Furto,2002,134
SP,Violência Doméstica,2013,37
RS,Tráfico de Drogas,2014,324
RS,Homicídio,2022,484
SC,Furto,2012,343
PE,Violência Doméstica,2019,280
BA,Roubo,2013,190
MG,Tráfico de Drogas,2007,236
PE,Homicídio,2019,478
MG,Homicídio,2021,498
SC,Violência Doméstica,2023,344
SC,Violência Doméstica,2011,230
SP,Roubo,2023,220
BA,Homicídio,2003,163
PR,Furto,2000,349
CE,Roubo,2004,80
BA,Roubo,2007,457
SC,Tráfico de Drogas,2008,21
RS,Furto,2001,159
SP,Violência Doméstica,2013,397
PR,Violência Doméstica,2015,375
RS,Furto,2013,478
SC,Roubo,2006,256
BA,Roubo,2012,265
RJ,Roubo,2001,162
SC,Violência Doméstica,2006,474
PE,Violência Doméstica,2010,228
CE,Violência Doméstica,2017,412
PR,Homicídio,2011,194
CE,Violência Doméstica,2023,20
SC,Tráfico de Drogas,2012,470
PR,Furto,2006,242
RJ,Furto,2022,396
MG,Roubo,2001,189
AM,Violência Doméstica,2005,197
RS,Tráfico de Drogas,2012,222
RS,Homicídio,2010,483
AM,Tráfico de Drogas,2006,313
BA,Furto,2006,211
AM,Furto,2008,263
PR,Homicídio,2006,499
PR,Furto,2005,314
PE,Roubo,2001,183
RS,Furto,2002,369
PE,Homicídio,2021,252
SC,Furto,2007,273
PE,Violência Doméstica,2009,373
SC,Violência Doméstica,2013,324
CE,Furto,2005,142
SP,Roubo,2021,383
RS,Furto,2003,493
AM,Homicídio,2020,168
SP,Roubo,2013,264
AM,Violência Doméstica,2010,266
CE,Roubo,2019,293
SP,Violência Doméstica,2000,325
PR,Furto,2007,433
RS,Tráfico de Drogas,2005,118
PR,Furto,2020,57
CE,Homicídio,2005,438
RJ,Furto,2011,18
RJ,Furto,2020,69
RJ,Tráfico de Drogas,2005,191
CE,Roubo,2005,41
RS,Homicídio,2021,235
RS,Violência Doméstica,2016,498
BA,Homicídio,2021,187
AM,Homicídio,2005,451
PR,Homicídio,2014,434
PR,Violência Doméstica,2023,176
PR,Furto,2008,393
CE,Tráfico de Drogas,2016,116
SP,Furto,2022,461
SP,Homicídio,2011,364
AM,Tráfico de Drogas,2000,172
SC,Roubo,2011,402
SC,Furto,2009,218
MG,Tráfico de Drogas,2012,349
RS,Homicídio,2010,469
PR,Roubo,2021,180
PE,Tráfico de Drogas,2005,78
SP,Tráfico de Drogas,2009,284
SP,Furto,2002,213
SC,Violência Doméstica,2020,97
BA,Roubo,2002,389
PE,Violência Doméstica,2014,47
CE,Homicídio,2013,413
SC,Roubo,2018,280
RS,Homicídio,2016,270
AM,Tráfico de Drogas,2000,343
CE,Tráfico de Drogas,2013,384
CE,Tráfico de Drogas,2022,339
MG,Roubo,2022,54
AM,Homicídio,2006,152
MG,Furto,2012,263
AM,Homicídio,2014,193
SP,Homicídio,2024,309
MG,Furto,2009,57
MG,Homicídio,2002,403
SP,Tráfico de Drogas,2014,471
AM,Homicídio,2009,197
SP,Violência Doméstica,2008,413
MG,Tráfico de Drogas,2014,181
RJ,Violência Doméstica,2012,88
PE,Furto,2002,163
AM,Furto,2002,19
SC,Roubo,2005,496
RS,Homicídio,2010,88
RS,Violência Doméstica,2003,276
PR,Furto,2001,341
BA,Furto,2024,359
BA,Homicídio,2002,19
PR,Homicídio,2024,376
MG,Roubo,2003,461
PR,Roubo,2017,94
CE,Homicídio,2022,58
SP,Violência Doméstica,2006,465
MG,Roubo,2011,194
SP,Roubo,2001,473
BA,Violência Doméstica,2015,114
RS,Furto,2019,323
SC,Tráfico de Drogas,2016,13
SC,Furto,2005,417
CE,Violência Doméstica,2013,310
AM,Tráfico de Drogas,2019,278
CE,Furto,2023,347
BA,Homicídio,2023,458
AM,Tráfico de Drogas,2002,101
RS,Homicídio,2013,3
MG,Furto,2024,369
RS,Tráfico de Drogas,2015,192
AM,Violência Doméstica,2022,476
SP,Violência Doméstica,2005,47
PR,Furto,2024,47
CE,Roubo,2017,459
PE,Homicídio,2003,67
PE,Furto,2002,279
MG,Homicídio,2021,68
RS,Homicídio,2023,315
MG,Furto,2009,284
RJ,Homicídio,2019,133
PR,Homicídio,2010,334
RJ,Homicídio,2013,210
PR,Homicídio,2005,92
AM,Homicídio,2021,237
CE,Roubo,2018,406
PR,Furto,2024,253
RS,Furto,2023,94
PR,Violência Doméstica,2002,143
CE,Roubo,2009,477
RJ,Tráfico de Drogas,2005,385
PE,Furto,2019,257
CE,Roubo,2019,126
RS,Violência Doméstica,2017,37
CE,Homicídio,2016,29
AM,Tráfico de Drogas,2013,130
BA,Violência Doméstica,2013,199
PR,Tráfico de Drogas,2014,428
RS,Violência Doméstica,2024,178
RJ,Roubo,2001,303
RS,Homicídio,2019,34
PE,Furto,2006,470
CE,Homicídio,2005,68
RJ,Homicídio,2015,187
RS,Tráfico de Drogas,2004,185
SP,Violência Doméstica,2024,58
MG,Violência Doméstica,2017,70
AM,Tráfico de Drogas,2020,195
RJ,Roubo,2009,123
PR,Homicídio,2018,35
PE,Furto,2014,229
BA,Homicídio,2006,326
SC,Tráfico de Drogas,2011,460
PE,Furto,2003,123
CE,Furto,2018,44
RS,Violência Doméstica,2016,148
RS,Roubo,2011,239
SP,Tráfico de Drogas,2014,1
PE,Tráfico de Drogas,2012,431
AM,Roubo,2015,126
MG,Roubo,2007,36
PR,Homicídio,2001,34
PE,Tráfico de Drogas,2009,92
AM,Tráfico de Drogas,2003,7
RJ,Tráfico de Drogas,2017,230
PR,Violência Doméstica,2007,137
SC,Violência Doméstica,2016,422
PE,Tráfico de Drogas,2005,284
CE,Homicídio,2020,486
CE,Tráfico de Drogas,2021,304
RS,Roubo,2022,318
CE,Furto,2011,444
SC,Roubo,2003,50
AM,Roubo,2013,256
AM,Roubo,2009,463
SP,Homicídio,2012,151
RJ,Tráfico de Drogas,2024,29
MG,Tráfico de Drogas,2000,408
PR,Furto,2019,65
SP,Violência Doméstica,2020,382
MG,Violência Doméstica,2010,354
SP,Tráfico de Drogas,2008,196
CE,Homicídio,2008,57
RS,Violência Doméstica,2011,88
SC,Furto,2012,448
PE,Homicídio,2006,51
PE,Furto,2009,381
RS,Homicídio,2020,468
RJ,Tráfico de Drogas,2008,107
PR,Furto,2018,240
PR,Furto,2008,206
SC,Roubo,2010,116
CE,Tráfico de Drogas,2001,269
RS,Homicídio,2007,55
RJ,Furto,2010,90
RS,Violência Doméstica,2007,44
SC,Homicídio,2000,316
RJ,Tráfico de Drogas,2021,196
SC,Tráfico de Drogas,2006,111
MG,Roubo,2011,382
SP,Homicídio,2024,452
RS,Tráfico de Drogas,2013,85
PR,Violência Doméstica,2022,94
RJ,Roubo,2013,337
PE,Tráfico de Drogas,2000,173
CE,Furto,2022,67
CE,Furto,2003,9
CE,Furto,2013,196
SP,Tráfico de Drogas,2016,212
PR,Tráfico de Drogas,2002,284
MG,Homicídio,2016,244
CE,Furto,2010,456
SC,Furto,2012,141
RS,Roubo,2006,202
BA,Roubo,2014,391
MG,Furto,2020,382
CE,Violência Doméstica,2013,415
SC,Violência Doméstica,2024,189
PE,Roubo,2020,134
MG,Homicídio,2017,251
SC,Homicídio,2017,442
RS,Roubo,2005,125
SP,Violência Doméstica,2006,349
PR,Homicídio,2016,246
RS,Roubo,2015,309
CE,Roubo,2020,21
PR,Furto,2000,162
PE,Tráfico de Drogas,2008,216
AM,Violência Doméstica,2015,52
MG,Homicídio,2002,16
CE,Furto,2018,117
MG,Homicídio,2005,193
PR,Tráfico de Drogas,2004,320
AM,Tráfico de Drogas,2017,138
PR,Tráfico de Drogas,2008,87
RJ,Tráfico de Drogas,2014,270
SC,Tráfico de Drogas,2019,365
SP,Tráfico de Drogas,2006,102
BA,Homicídio,2015,145
BA,Homicídio,2000,397
AM,Furto,2013,383
SP,Homicídio,2005,245
AM,Violência Doméstica,2010,443
CE,Tráfico de Drogas,2022,247
RS,Violência Doméstica,2021,64
PE,Homicídio,2019,93
SP,Homicídio,2017,242
SC,Tráfico de Drogas,2018,141
SP,Furto,2017,175
PR,Violência Doméstica,2022,106
AM,Tráfico de Drogas,2005,21
MG,Homicídio,2023,368
PR,Roubo,2013,289
AM,Furto,2020,271
PR,Roubo,2006,239
RJ,Homicídio,2019,258
CE,Tráfico de Drogas,2011,308
CE,Violência Doméstica,2023,391
BA,Homicídio,2024,176
PR,Roubo,2008,402
RJ,Tráfico de Drogas,2015,382
CE,Tráfico de Drogas,2004,74
PR,Furto,2008,57
SP,Homicídio,2016,393
PR,Tráfico de Drogas,2009,401
SP,Violência Doméstica,2006,15
MG,Furto,2005,43
PE,Violência Doméstica,2005,493
PE,Violência Doméstica,2000,482
PR,Homicídio,2022,88
RJ,Tráfico de Drogas,2013,254
RS,Roubo,2022,93
SP,Furto,2009,424
SC,Tráfico de Drogas,2010,179
AM,Roubo,2020,129
PE,Furto,2018,326
PE,Violência Doméstica,2004,63
BA,Tráfico de Drogas,2020,230
AM,Roubo,2011,488
RJ,Homicídio,2018,85
CE,Violência Doméstica,2019,24
PE,Tráfico de Drogas,2010,463
CE,Furto,2024,193
PE,Tráfico de Drogas,2003,233
AM,Furto,2016,472
RJ,Homicídio,2002,156
BA,Homicídio,2014,413
SP,Roubo,2004,104
SC,Homicídio,2005,360
CE,Roubo,2009,286
RJ,Tráfico de Drogas,2018,17
PE,Roubo,2020,411
RJ,Furto,2009,124
SC,Homicídio,2014,167
MG,Homicídio,2000,338
MG,Furto,2019,16
MG,Furto,2003,410
PE,Homicídio,2001,461
AM,Violência Doméstica,2023,275
RS,Homicídio,2018,229
SP,Homicídio,2010,101
BA,Violência Doméstica,2017,41
PE,Roubo,2006,404
RS,Roubo,2024,124
SP,Furto,2005,118
SC,Furto,2004,453
CE,Violência Doméstica,2021,37
PR,Roubo,2024,68
AM,Tráfico de Drogas,2016,476
PR,Roubo,2007,187
AM,Furto,2015,435
CE,Tráfico de Drogas,2001,196
SC,Roubo,2012,351
AM,Violência Doméstica,2014,376
SC,Homicídio,2003,140
RS,Roubo,2003,176
CE,Furto,2002,141
MG,Violência Doméstica,2011,289
RS,Violência Doméstica,2019,397
PR,Roubo,2022,285
SP,Furto,2014,143
SP,Violência Doméstica,2012,212
RS,Violência Doméstica,2013,124
SC,Violência Doméstica,2001,214
RS,Roubo,2022,320
BA,Homicídio,2010,324
SC,Homicídio,2002,124
PE,Roubo,2019,421
SP,Homicídio,2001,419
PE,Homicídio,2014,301
RJ,Tráfico de Drogas,2001,4
RS,Roubo,2009,300
MG,Violência Doméstica,2007,242
PE,Homicídio,2006,62
SC,Tráfico de Drogas,2023,53
CE,Violência Doméstica,2012,110
SC,Homicídio,2024,365
CE,Violência Doméstica,2006,17
BA,Violência Doméstica,2011,30
SP,Furto,2016,53
SP,Furto,2017,497
BA,Violência Doméstica,2017,351
RS,Furto,2019,131
SP,Roubo,2016,411
RJ,Furto,2021,8
AM,Roubo,2019,77
PR,Homicídio,2012,268
CE,Tráfico de Drogas,2001,49
PE,Violência Doméstica,2016,282
SP,Furto,2011,375
AM,Violência Doméstica,2010,327
PR,Homicídio,2022,457
RJ,Homicídio,2021,61
RJ,Roubo,2008,191
RS,Roubo,2006,295
AM,Violência Doméstica,2004,381
BA,Violência Doméstica,2020,195
CE,Violência Doméstica,2020,480
MG,Furto,2015,221
SP,Homicídio,2011,251
BA,Roubo,2023,470
MG,Roubo,2017,40
AM,Tráfico de Drogas,2018,62
RS,Homicídio,2018,367
SC,Tráfico de Drogas,2012,103
PR,Violência Doméstica,2008,214
RJ,Tráfico de Drogas,2024,438
PE,Violência Doméstica,2022,331
CE,Violência Doméstica,2007,398
SP,Tráfico de Drogas,2001,308
CE,Tráfico de Drogas,2002,351
RS,Furto,2007,175
SP,Homicídio,2000,320
SC,Homicídio,2002,229
PE,Furto,2000,330
AM,Violência Doméstica,2007,462
PR,Homicídio,2023,152
SC,Tráfico de Drogas,2012,96
CE,Tráfico de Drogas,2006,206
MG,Violência Doméstica,2010,412
PR,Furto,2009,256
